Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%;Cluster;Overall
2451;Sandro Tonali;ITA;MF;Milan;Serie A;22;2000;19;17;1563;17.40;2;1.26;0.57;45.50;0.09;0.20;22.10;0.23;0.00;0.00;29.90;42.00;71.20;556.20;189.10;12.20;15.10;81.00;12.40;15.60;79.30;4.25;8.62;49.30;0.23;1.95;3.85;1.03;0.23;4.02;42.00;35.90;5.57;2.99;0.29;0.29;3.39;0.63;1.84;0.63;0.98;0.00;29.90;0.46;0.75;3.33;1.84;0.86;0.11;0.29;0.11;0.11;0.46;0.23;0.11;0.06;0.06;0.00;0.00;1.84;1.15;1.03;0.63;0.17;0.75;1.38;54.20;0.63;0.86;0.29;0.57;1.15;2.99;0.63;0.06;51.00;1.38;10.90;26.60;14.30;0.98;51.00;0.63;0.23;36.40;0.34;54.50;24.70;155.30;80.40;2.01;0.98;0.06;1.49;0.40;30.00;2.64;0.34;0.00;0.00;1.09;0.98;0.17;3.39;1.15;0.00;0.00;0.00;5.80;0.52;0.69;42.90;5;37.00
2452;Ivan Toney;ENG;FW;Brentford;Premier League;26;1996;20;20;1789;19.90;14;2.76;1.01;36.40;0.18;0.50;14.50;0.25;0.20;0.20;14.60;24.90;58.70;183.60;61.60;9.20;13.50;68.00;3.32;5.98;55.50;0.65;1.31;50.00;0.15;0.95;1.71;0.90;0.20;2.36;24.90;24.00;0.85;0.15;0.35;0.05;0.85;0.20;0.05;0.00;0.00;0.00;14.60;0.05;0.75;2.11;1.21;0.10;0.15;0.15;0.50;0.00;0.30;0.10;0.00;0.05;0.00;0.15;0.00;0.80;0.50;0.15;0.30;0.35;0.30;0.65;46.20;0.35;0.85;0.30;0.55;0.45;1.26;1.06;0.00;39.00;1.51;4.17;16.70;18.20;4.92;38.80;1.51;0.40;26.70;0.90;60.00;19.30;76.00;20.60;0.25;0.60;0.20;3.27;1.31;28.00;4.82;0.40;0.00;0.00;1.76;2.31;0.85;0.85;0.50;0.15;0.00;0.00;2.96;3.47;3.72;48.30;6;63.54
2453;Pablo Torre;ESP;FW;Barcelona;La Liga;19;2003;1;0;14;0.20;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;20.00;50.00;150.00;45.00;5.00;10.00;50.00;5.00;5.00;100.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;20.00;15.00;5.00;0.00;0.00;0.00;5.00;0.00;5.00;0.00;5.00;0.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;0.00;5.00;10.00;5.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;15.00;30.00;0.00;0.00;0.00;0.00;0.00;0.00;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;1.56
2454;David Torres;ESP;DF;Valladolid;La Liga;19;2003;2;1;101;1.10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.60;70.90;75.60;874.50;217.30;25.50;28.20;90.30;25.50;29.10;87.50;2.73;7.27;37.50;0.00;0.91;4.55;0.00;0.00;3.64;70.90;64.50;5.45;0.91;0.00;0.00;0.91;4.55;0.00;0.00;0.00;0.00;53.60;0.91;3.64;0.91;0.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.91;0.91;0.00;0.91;0.00;0.91;0.91;100.00;0.00;1.82;0.91;0.91;1.82;2.73;2.73;0.00;80.00;5.45;23.60;49.10;8.18;0.00;80.00;0.00;0.00;0.00;0.00;0.00;45.50;122.70;34.50;0.00;0.91;0.00;1.82;0.00;54.50;0.91;0.00;0.00;0.00;0.00;0.91;0.00;0.91;0.91;0.00;0.00;0.00;4.55;1.82;1.82;50.00;3;26.44
2455;FerrÃ¡n Torres;ESP;FW;Barcelona;La Liga;22;2000;17;6;645;7.20;2;3.75;0.97;25.90;0.07;0.29;13.30;0.00;0.00;0.00;27.60;35.10;78.70;390.70;74.40;17.50;20.00;87.50;7.78;9.58;81.20;1.67;2.78;60.00;0.00;0.97;0.97;0.97;0.14;2.64;35.10;33.60;1.25;0.42;0.00;0.28;1.94;0.56;0.14;0.00;0.00;0.00;27.60;0.28;1.39;2.50;1.53;0.14;0.42;0.42;0.00;0.00;0.14;0.14;0.00;0.00;0.00;0.00;0.00;0.69;0.28;0.00;0.56;0.14;0.28;1.11;25.00;0.83;0.69;0.14;0.56;0.14;0.83;0.42;0.00;48.80;0.69;3.75;16.10;29.60;7.50;48.80;5.14;1.81;35.10;2.08;40.50;35.40;191.30;89.40;2.92;2.64;1.81;3.47;1.81;40.40;14.00;0.56;0.14;0.00;1.25;1.94;0.56;1.94;0.28;0.00;0.00;0.00;3.33;0.14;0.42;25.00;4;30.28
2456;Ã“liver Torres;ESP;MFFW;Sevilla;La Liga;28;1994;19;19;1402;15.60;3;1.03;0.26;25.00;0.19;0.75;17.10;0.00;0.00;0.00;39.70;50.30;79.00;674.10;166.30;21.40;24.40;87.90;12.20;15.40;79.20;4.74;7.12;66.70;0.06;1.41;4.68;1.15;0.38;6.35;50.30;48.10;1.73;0.71;0.32;0.96;2.44;0.45;0.38;0.00;0.19;0.00;39.70;0.45;0.90;2.88;2.24;0.13;0.00;0.19;0.19;0.13;0.26;0.19;0.00;0.00;0.06;0.00;0.00;1.60;1.03;0.64;0.45;0.51;0.83;2.12;39.40;1.28;1.15;0.19;0.96;0.45;2.05;0.38;0.00;59.20;0.32;6.92;28.10;24.90;2.05;59.20;1.92;0.64;33.30;0.77;40.00;41.50;180.90;80.00;1.54;1.92;0.26;1.22;2.31;45.70;6.79;0.06;0.00;0.00;0.90;2.05;0.32;2.44;1.03;0.00;0.00;0.00;5.96;0.19;0.71;21.40;5;44.29
2457;Pau Torres;ESP;DF;Villarreal;La Liga;26;1997;17;17;1530;17.00;0;0.29;0.00;0.00;0.00;0.00;10.20;0.00;0.00;0.00;54.70;63.00;86.80;1133.80;380.80;17.00;18.60;91.50;28.80;31.10;92.60;8.35;11.90;70.30;0.00;0.59;6.12;0.24;0.00;6.35;63.00;58.40;4.47;3.00;0.12;1.47;0.06;0.41;0.00;0.00;0.00;0.00;54.70;0.12;0.41;1.71;1.41;0.00;0.00;0.18;0.12;0.00;0.06;0.00;0.00;0.00;0.00;0.06;0.00;1.06;0.53;0.71;0.29;0.06;0.71;0.88;80.00;0.18;1.06;0.88;0.18;0.35;1.41;4.41;0.12;72.00;11.10;33.00;35.00;4.29;1.12;72.00;0.88;0.53;60.00;0.24;26.70;45.60;339.30;240.60;2.53;1.29;0.00;0.53;0.18;49.20;0.41;0.41;0.00;0.00;0.71;0.76;0.00;0.06;0.53;0.12;0.00;0.00;5.29;1.29;1.47;46.80;1;23.69
2458;Roberto Torres;ESP;FWMF;Osasuna;La Liga;33;1989;2;0;11;0.10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;120.00;130.00;92.30;2230.00;500.00;50.00;50.00;100.00;20.00;30.00;66.70;30.00;30.00;100.00;0.00;20.00;0.00;0.00;0.00;0.00;130.00;120.00;10.00;10.00;0.00;10.00;20.00;0.00;0.00;0.00;0.00;0.00;120.00;0.00;0.00;20.00;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;140.00;0.00;10.00;60.00;80.00;0.00;140.00;20.00;10.00;50.00;10.00;50.00;120.00;1070.00;780.00;20.00;30.00;0.00;0.00;10.00;120.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;0.00;6;93.88
2459;Lucas TorrÃ³;ESP;MF;Osasuna;La Liga;28;1994;19;19;1502;16.70;0;1.08;0.18;16.70;0.00;0.00;21.60;0.00;0.00;0.00;33.70;41.10;81.90;531.10;147.20;17.70;20.30;87.00;12.80;15.00;85.20;2.10;3.53;59.30;0.00;0.18;2.87;0.00;0.00;3.77;41.10;40.50;0.60;0.60;0.00;0.54;0.06;0.00;0.00;0.00;0.00;0.00;33.70;0.00;0.72;0.96;0.72;0.00;0.00;0.18;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.80;1.20;0.96;0.66;0.18;0.60;1.02;58.80;0.42;0.66;0.12;0.54;1.26;3.05;2.10;0.00;51.00;2.99;12.80;29.60;8.92;1.38;51.00;0.66;0.24;36.40;0.24;36.40;23.20;96.30;36.50;0.24;0.60;0.00;1.14;0.54;28.90;0.54;0.36;0.00;0.00;2.10;1.32;0.00;0.06;1.20;0.00;0.00;0.00;6.47;2.16;1.92;52.90;8;24.36
2460;Nabil Touaizi;MAR;MF;Espanyol;La Liga;22;2001;1;0;3;0.00;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;100.00;17.00;0.00;0.00;0.00;0.00;1.00;1.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;12.00;3.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;7;19.42
2461;Almamy TourÃ©;MLI;DF;Eint Frankfurt;Bundesliga;26;1996;3;2;163;1.80;0;0.56;0.00;0.00;0.00;0.00;11.90;0.00;0.00;0.00;44.40;56.10;79.20;765.00;211.70;16.10;18.90;85.30;23.90;28.90;82.70;2.78;5.00;55.60;0.00;0.00;3.89;0.00;0.00;3.33;56.10;54.40;1.67;1.11;0.00;0.56;1.11;0.56;0.00;0.00;0.00;0.00;44.40;0.00;1.11;1.11;1.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.78;2.22;1.11;1.67;0.00;1.67;2.78;60.00;1.11;2.78;1.11;1.67;2.78;5.56;1.11;0.00;67.20;3.89;26.70;35.60;5.00;1.11;67.20;1.67;1.67;100.00;0.00;0.00;37.80;126.10;57.20;0.00;0.56;0.56;0.56;0.00;45.00;2.78;0.00;0.00;0.00;0.00;0.00;0.56;1.11;2.22;0.00;0.00;0.00;7.22;2.22;1.67;57.10;4;41.44
2462;Birama TourÃ©;MLI;MF;Auxerre;Ligue 1;30;1992;22;22;1963;21.80;0;0.69;0.14;20.00;0.00;0.00;23.50;0.00;0.00;0.05;36.00;44.40;81.00;708.90;207.50;12.90;15.10;85.70;15.10;17.20;87.50;6.42;8.94;71.80;0.00;0.14;3.12;0.37;0.00;3.94;44.40;43.30;1.06;0.87;0.05;0.64;0.41;0.14;0.05;0.00;0.00;0.00;36.00;0.05;0.83;0.96;0.78;0.05;0.00;0.00;0.05;0.09;0.05;0.05;0.00;0.00;0.00;0.00;0.00;1.97;1.06;0.78;0.96;0.23;0.83;2.06;40.00;1.24;1.10;0.14;0.96;2.06;4.04;1.38;0.00;54.00;2.61;14.70;33.10;6.51;0.55;53.90;0.60;0.23;38.50;0.23;38.50;37.00;179.80;65.70;0.41;0.60;0.05;0.83;0.32;32.80;0.78;0.05;0.00;0.00;1.33;0.64;0.00;0.41;1.06;0.00;0.05;0.00;6.65;1.56;1.51;50.70;8;25.44
